edad,educacion_madre,educacion_padre,tiempo_viaje,tiempo_estudio,relacion_familiar,tiempo_libre,salir_amigos,consumo_alcohol_entre_semana,consumo_alcohol_fin_de_semana,salud,suspensos,faltas,nota3,beca,campus_True,sexo_True,entorno_vivienda_True,tamano_familia_True,independizado_padres_True,ocupacion_madre_True,ocupacion_padre_True,razon_matricula_True,interes_educacion_superior_True,internet_casa_True,apoyo_escolar_True,apoyo_familiar_True,actividades_True,relacion_romantica_True
18.0,3.0,4.0,1.0,2.0,4.0,3.0,5.0,1.0,4.0,2.0,0.0,9.0,15.0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
16.0,3.0,2.0,2.0,2.0,2.0,5.0,5.0,1.0,1.0,1.0,2.0,8.0,7.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18.0,1.0,1.0,3.0,2.0,4.0,4.0,2.0,1.0,2.0,2.0,1.0,2.0,10.0,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0
17.0,1.0,2.0,1.0,1.0,5.0,5.0,1.0,1.0,1.0,3.0,0.0,0.0,10.0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
15.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,1.0,1.0,2.0,0.0,1.0,11.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
18.0,4.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,0.0,9.0,11.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18.0,3.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,2.0,4.0,0.0,2.0,13.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18.0,4.0,4.0,2.0,3.0,5.0,4.0,4.0,1.0,1.0,1.0,0.0,0.0,17.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,5.0,0.0,6.0,12.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
18.0,4.0,4.0,1.0,3.0,4.0,3.0,3.0,2.0,2.0,3.0,0.0,0.0,13.0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0
18.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,1.0,1.0,4.0,0.0,6.0,14.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0
17.0,2.0,2.0,1.0,3.0,3.0,4.0,3.0,1.0,1.0,3.0,0.0,8.0,12.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1
11.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,1.0,3.0,1.0,0.0,11.0,7.0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1
18.0,4.0,4.0,1.0,2.0,5.0,4.0,3.0,3.0,4.0,2.0,0.0,1.0,14.0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0
17.0,3.0,2.0,2.0,1.0,4.0,5.0,2.0,1.0,1.0,2.0,3.0,10.0,8.0,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0
18.0,1.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,5.0,1.0,9.0,7.0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1
17.0,3.0,2.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,1.0,0.0,0.0,13.0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0
18.0,4.0,3.0,1.0,1.0,5.0,4.0,4.0,3.0,4.0,2.0,0.0,8.0,10.0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0
12.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,0.0,3.0,8.0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
18.0,2.0,1.0,1.0,2.0,5.0,4.0,5.0,1.0,3.0,5.0,3.0,10.0,8.0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
15.0,2.0,2.0,2.0,3.0,5.0,3.0,2.0,1.0,1.0,4.0,0.0,0.0,14.0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0
15.0,4.0,0.0,2.0,4.0,3.0,4.0,3.0,1.0,1.0,1.0,0.0,0.0,11.0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0
17.0,1.0,2.0,1.0,2.0,3.0,5.0,2.0,2.0,2.0,1.0,0.0,2.0,18.0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1
16.0,3.0,4.0,1.0,2.0,2.0,4.0,3.0,1.0,2.0,3.0,0.0,14.0,11.0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0
16.0,1.0,1.0,2.0,1.0,3.0,3.0,3.0,1.0,2.0,1.0,0.0,8.0,11.0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
17.0,3.0,2.0,1.0,1.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,18.0,13.0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
16.0,3.0,3.0,1.0,1.0,4.0,3.0,2.0,3.0,4.0,5.0,0.0,0.0,10.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
15.0,1.0,1.0,3.0,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,2.0,9.0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
16.0,2.0,2.0,3.0,2.0,4.0,4.0,5.0,1.0,1.0,4.0,0.0,4.0,11.0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0
15.0,2.0,3.0,1.0,3.0,5.0,3.0,2.0,1.0,2.0,5.0,0.0,2.0,9.0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0
15.0,2.0,2.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,0.0,8.0,12.0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0
15.0,3.0,3.0,1.0,2.0,1.0,3.0,2.0,2.0,3.0,1.0,0.0,24.0,9.0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1
18.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,1.0,1.0,3.0,0.0,2.0,13.0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
15.0,3.0,4.0,1.0,2.0,5.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,11.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
12.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,0.0,5.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19.0,4.0,4.0,1.0,1.0,3.0,2.0,5.0,4.0,4.0,5.0,1.0,5.0,11.0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1
16.0,3.0,2.0,2.0,3.0,5.0,3.0,3.0,1.0,3.0,2.0,0.0,0.0,12.0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
18.0,4.0,4.0,3.0,1.0,4.0,4.0,3.0,2.0,2.0,5.0,0.0,4.0,10.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
16.0,2.0,2.0,1.0,4.0,5.0,2.0,3.0,1.0,3.0,3.0,0.0,1.0,13.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16.0,3.0,4.0,3.0,1.0,3.0,4.0,5.0,2.0,4.0,2.0,1.0,4.0,10.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
17.0,4.0,3.0,2.0,2.0,4.0,5.0,5.0,1.0,3.0,2.0,1.0,4.0,11.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
19.0,3.0,2.0,1.0,2.0,3.0,3.0,3.0,4.0,3.0,3.0,1.0,0.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15.0,4.0,4.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,0.0,2.0,14.0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0
16.0,2.0,2.0,2.0,1.0,5.0,4.0,3.0,2.0,4.0,4.0,0.0,6.0,8.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
16.0,2.0,2.0,3.0,2.0,3.0,4.0,5.0,1.0,2.0,1.0,0.0,1.0,11.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20.0,3.0,3.0,2.0,2.0,3.0,3.0,4.0,2.0,4.0,3.0,1.0,8.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17.0,4.0,4.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,5.0,0.0,0.0,13.0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
15.0,4.0,4.0,2.0,1.0,1.0,5.0,1.0,3.0,5.0,5.0,0.0,0.0,14.0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1
18.0,1.0,1.0,3.0,1.0,5.0,2.0,5.0,1.0,5.0,4.0,3.0,6.0,11.0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0
17.0,3.0,4.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,1.0,14.0,8.0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1
18.0,4.0,3.0,1.0,3.0,5.0,4.0,5.0,2.0,3.0,5.0,0.0,0.0,14.0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1
16.0,2.0,1.0,1.0,1.0,4.0,4.0,4.0,3.0,5.0,5.0,1.0,6.0,10.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1
16.0,3.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,8.0,16.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16.0,3.0,2.0,2.0,1.0,4.0,5.0,5.0,2.0,3.0,5.0,0.0,2.0,10.0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
16.0,3.0,3.0,1.0,3.0,4.0,1.0,2.0,1.0,1.0,2.0,0.0,4.0,11.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
15.0,1.0,2.0,1.0,2.0,2.0,3.0,4.0,2.0,4.0,1.0,0.0,6.0,11.0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1
15.0,2.0,2.0,1.0,1.0,4.0,2.0,2.0,1.0,2.0,5.0,0.0,8.0,12.0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0
16.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,5.0,0.0,2.0,13.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
16.0,2.0,1.0,3.0,1.0,4.0,3.0,3.0,1.0,1.0,4.0,0.0,7.0,16.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0
17.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,1.0,1.0,3.0,0.0,4.0,16.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17.0,4.0,4.0,1.0,2.0,2.0,3.0,4.0,1.0,1.0,1.0,0.0,4.0,15.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
17.0,3.0,3.0,1.0,2.0,4.0,3.0,4.0,2.0,3.0,4.0,0.0,6.0,14.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
16.0,2.0,2.0,1.0,1.0,4.0,4.0,3.0,1.0,4.0,3.0,1.0,1.0,10.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
18.0,2.0,3.0,2.0,1.0,5.0,2.0,3.0,1.0,2.0,4.0,0.0,0.0,10.0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1
17.0,4.0,4.0,1.0,1.0,5.0,2.0,3.0,1.0,2.0,5.0,0.0,4.0,14.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16.0,1.0,2.0,1.0,1.0,5.0,3.0,5.0,1.0,2.0,5.0,0.0,4.0,11.0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0
19.0,3.0,3.0,1.0,2.0,4.0,3.0,5.0,3.0,3.0,5.0,0.0,16.0,12.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
17.0,2.0,2.0,1.0,2.0,5.0,4.0,5.0,1.0,2.0,5.0,0.0,12.0,14.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,2.0,2.0,4.0,0.0,8.0,12.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17.0,2.0,2.0,1.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,0.0,18.0,14.0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1
16.0,1.0,1.0,3.0,2.0,4.0,3.0,2.0,1.0,3.0,5.0,0.0,6.0,8.0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0
17.0,4.0,3.0,2.0,3.0,4.0,4.0,2.0,1.0,1.0,4.0,0.0,0.0,12.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
16.0,2.0,2.0,3.0,1.0,4.0,3.0,2.0,1.0,1.0,4.0,0.0,0.0,16.0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
18.0,2.0,1.0,2.0,1.0,4.0,4.0,3.0,1.0,3.0,5.0,0.0,0.0,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
19.0,2.0,1.0,2.0,1.0,4.0,4.0,3.0,1.0,3.0,5.0,3.0,4.0,9.0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,1
15.0,4.0,4.0,2.0,1.0,4.0,3.0,2.0,1.0,1.0,5.0,0.0,6.0,14.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,2.0,4.0,5.0,0.0,2.0,10.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
17.0,3.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,5.0,0.0,0.0,15.0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,1
17.0,1.0,0.0,2.0,2.0,4.0,4.0,5.0,1.0,1.0,4.0,0.0,1.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15.0,2.0,2.0,1.0,4.0,5.0,1.0,2.0,1.0,1.0,3.0,0.0,4.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
16.0,4.0,4.0,1.0,2.0,2.0,4.0,4.0,2.0,3.0,4.0,0.0,0.0,16.0,1,1,1,1,1,1,1,1,1,1,0,0,1,1,0
17.0,1.0,1.0,1.0,2.0,4.0,3.0,4.0,1.0,2.0,5.0,0.0,4.0,11.0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
16.0,4.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,0.0,0.0,11.0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
15.0,4.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,1.0,0.0,0.0,11.0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
11.0,1.0,1.0,1.0,1.0,3.0,3.0,2.0,1.0,1.0,1.0,0.0,0.0,8.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1
17.0,4.0,4.0,2.0,2.0,4.0,3.0,3.0,1.0,2.0,5.0,0.0,2.0,12.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
20.0,4.0,4.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,0.0,0.0,14.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
15.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,2.0,2.0,5.0,0.0,4.0,13.0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
17.0,4.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,4.0,0.0,0.0,13.0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1
18.0,1.0,2.0,2.0,1.0,4.0,1.0,4.0,5.0,5.0,1.0,0.0,8.0,11.0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
15.0,4.0,2.0,2.0,1.0,5.0,5.0,5.0,3.0,4.0,5.0,0.0,4.0,9.0,0,1,1,1,1,1,1,1,1,1,0,0,0,0,0
17.0,1.0,1.0,2.0,1.0,3.0,5.0,5.0,2.0,2.0,4.0,0.0,3.0,10.0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
16.0,1.0,3.0,3.0,1.0,4.0,2.0,4.0,3.0,6.0,3.0,0.0,2.0,12.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
16.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,1.0,2.0,3.0,0.0,16.0,10.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
16.0,4.0,3.0,1.0,4.0,4.0,2.0,2.0,1.0,1.0,2.0,0.0,2.0,17.0,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0
16.0,2.0,2.0,2.0,1.0,2.0,3.0,3.0,2.0,2.0,2.0,0.0,4.0,11.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
17.0,1.0,1.0,1.0,1.0,4.0,3.0,2.0,1.0,2.0,5.0,0.0,9.0,10.0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,0
15.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,1.0,3.0,4.0,0.0,2.0,13.0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0
15.0,4.0,3.0,1.0,2.0,5.0,2.0,2.0,1.0,1.0,5.0,0.0,4.0,11.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
15.0,3.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,11.0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0
16.0,4.0,4.0,1.0,3.0,5.0,3.0,3.0,1.0,3.0,5.0,0.0,0.0,13.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
19.0,3.0,2.0,1.0,1.0,5.0,3.0,4.0,2.0,2.0,5.0,0.0,0.0,10.0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,1
18.0,2.0,2.0,3.0,2.0,4.0,3.0,3.0,1.0,1.0,4.0,1.0,0.0,0.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1
18.0,2.0,1.0,1.0,2.0,4.0,3.0,4.0,1.0,3.0,5.0,0.0,2.0,13.0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1
18.0,3.0,1.0,1.0,2.0,4.0,3.0,4.0,1.0,1.0,1.0,0.0,4.0,16.0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
18.0,3.0,3.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,16.0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,1
16.0,4.0,3.0,1.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,0.0,4.0,11.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
19.0,1.0,1.0,3.0,1.0,4.0,4.0,4.0,3.0,3.0,5.0,1.0,4.0,10.0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0
15.0,4.0,4.0,2.0,2.0,4.0,4.0,4.0,2.0,3.0,5.0,0.0,4.0,12.0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1
18.0,4.0,4.0,2.0,2.0,4.0,3.0,4.0,1.0,1.0,3.0,0.0,4.0,11.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17.0,2.0,2.0,2.0,2.0,5.0,1.0,3.0,1.0,1.0,5.0,0.0,0.0,11.0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0
17.0,1.0,1.0,3.0,2.0,5.0,1.0,3.0,3.0,3.0,1.0,0.0,0.0,10.0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,1
11.0,1.0,1.0,1.0,1.0,3.0,2.0,3.0,1.0,1.0,3.0,1.0,8.0,7.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18.0,1.0,1.0,2.0,2.0,5.0,4.0,4.0,1.0,1.0,4.0,0.0,0.0,13.0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0
16.0,2.0,3.0,2.0,2.0,4.0,5.0,2.0,1.0,2.0,5.0,0.0,0.0,17.0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
17.0,4.0,2.0,1.0,3.0,4.0,3.0,4.0,1.0,3.0,5.0,0.0,2.0,14.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0
16.0,1.0,1.0,2.0,2.0,3.0,4.0,3.0,1.0,1.0,1.0,3.0,0.0,8.0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,0
16.0,4.0,1.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,1.0,0.0,8.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18.0,3.0,2.0,1.0,3.0,5.0,3.0,2.0,1.0,1.0,3.0,0.0,2.0,12.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0
15.0,3.0,2.0,2.0,2.0,4.0,3.0,5.0,1.0,1.0,2.0,0.0,16.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0
16.0,1.0,3.0,1.0,1.0,5.0,3.0,3.0,1.0,4.0,2.0,1.0,2.0,8.0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0
16.0,4.0,3.0,1.0,1.0,5.0,4.0,5.0,1.0,1.0,3.0,0.0,7.0,15.0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0
16.0,4.0,4.0,1.0,2.0,4.0,5.0,2.0,1.0,2.0,3.0,0.0,0.0,11.0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0
18.0,3.0,1.0,2.0,1.0,3.0,3.0,4.0,4.0,5.0,4.0,0.0,2.0,12.0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
17.0,3.0,1.0,2.0,2.0,5.0,4.0,4.0,1.0,1.0,5.0,3.0,2.0,10.0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1
16.0,2.0,1.0,1.0,2.0,4.0,2.0,3.0,1.0,2.0,5.0,0.0,0.0,16.0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
19.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,2.0,3.0,2.0,1.0,0.0,0.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16.0,4.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,5.0,0.0,16.0,8.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
16.0,1.0,2.0,1.0,2.0,4.0,4.0,5.0,1.0,3.0,3.0,0.0,0.0,9.0,0,1,1,1,1,1,1,1,1,0,1,0,0,1,0
17.0,4.0,2.0,2.0,3.0,4.0,3.0,3.0,1.0,1.0,3.0,0.0,0.0,16.0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0
19.0,2.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,5.0,1.0,16.0,11.0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,0
15.0,1.0,1.0,4.0,2.0,5.0,4.0,5.0,2.0,4.0,4.0,0.0,8.0,9.0,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1
17.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,4.0,0.0,0.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
18.0,3.0,1.0,1.0,2.0,5.0,3.0,3.0,1.0,1.0,4.0,0.0,4.0,8.0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
15.0,3.0,1.0,2.0,1.0,3.0,2.0,3.0,1.0,3.0,4.0,0.0,0.0,11.0,0,1,1,1,1,1,1,1,1,1,0,0,1,0,0
19.0,3.0,3.0,1.0,2.0,3.0,3.0,3.0,1.0,3.0,3.0,0.0,11.0,15.0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1
16.0,4.0,4.0,1.0,1.0,4.0,5.0,5.0,5.0,5.0,4.0,0.0,12.0,8.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
18.0,1.0,1.0,2.0,1.0,5.0,3.0,3.0,2.0,3.0,5.0,1.0,2.0,9.0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1
17.0,1.0,1.0,1.0,3.0,4.0,3.0,2.0,1.0,2.0,4.0,0.0,10.0,10.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
20.0,2.0,1.0,2.0,2.0,1.0,2.0,3.0,1.0,2.0,2.0,0.0,8.0,12.0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
17.0,1.0,1.0,1.0,2.0,4.0,4.0,3.0,2.0,4.0,5.0,0.0,4.0,9.0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
13.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,5.0,8.0,0,1,1,1,1,1,1,1,1,0,1,0,1,1,1
18.0,3.0,3.0,1.0,4.0,5.0,3.0,3.0,1.0,1.0,1.0,0.0,4.0,15.0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,0
18.0,2.0,2.0,1.0,2.0,4.0,3.0,3.0,1.0,1.0,2.0,0.0,0.0,12.0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,1
18.0,1.0,1.0,3.0,2.0,3.0,4.0,4.0,2.0,2.0,5.0,2.0,3.0,7.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1
16.0,4.0,3.0,1.0,1.0,3.0,1.0,3.0,1.0,3.0,5.0,0.0,6.0,12.0,0,1,1,1,1,1,1,1,1,1,1,0,0,1,0
17.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,3.0,5.0,1.0,0.0,0.0,0,1,1,1,1,1,1,1,1,1,0,0,0,1,1
